arm,mix,value_size,dist,scale,rep,order,keys,server,version,ops_per_sec,value_ops_per_sec,hit_ratio,p50_us,p99_us,used_memory,vmhwm_bytes,disk_bytes,coverage_fraction
data,10,4096,zipfian,1,1,aki redis valkey,31987,redis,redis 8.8.0,1239729.3,1239729.3,1,335.871,5165.055,166637256,303878144,0,1
data,10,4096,zipfian,1,1,aki redis valkey,31987,valkey,valkey 9.1.0,1476219.3,1476219.3,1,254.591,5414.911,166969408,368365568,0,1
data,10,4096,zipfian,1,2,valkey redis aki,31987,f3,unknown,1424859.8,1424859.8,1,481.023,3512.319,133025424,562110464,0,1
data,10,4096,zipfian,1,2,valkey redis aki,31987,redis,redis 8.8.0,1171004.9,1171004.9,1,357.119,5574.655,166637288,298631168,0,1
data,10,4096,zipfian,1,2,valkey redis aki,31987,valkey,valkey 9.1.0,1489009.5,1489009.5,1,253.567,5320.703,166967744,369868800,0,1
data,10,4096,zipfian,4,1,aki redis valkey,127948,f3,unknown,1484726.1,1484726.1,1,463.359,3360.767,532337600,964648960,0,1
data,10,4096,zipfian,4,1,aki redis valkey,127948,redis,redis 8.8.0,1217114.5,1217114.5,1,352.255,5070.847,662367048,1082429440,0,1
data,10,4096,zipfian,4,1,aki redis valkey,127948,valkey,valkey 9.1.0,1446461.0,1446461.0,1,262.143,5472.255,663004448,1143668736,0,1
data,10,4096,zipfian,4,2,valkey redis aki,127948,f3,unknown,1493772.1,1493772.1,1,461.823,3323.903,532337600,949555200,0,1
data,10,4096,zipfian,4,2,valkey redis aki,127948,redis,redis 8.8.0,1172741.6,1172741.6,1,364.031,5304.319,662369016,1071558656,0,1
data,10,4096,zipfian,4,2,valkey redis aki,127948,valkey,valkey 9.1.0,1444033.9,1444033.9,1,264.959,5398.527,663006368,1169530880,0,1
data,10,4096,zipfian,16,1,aki redis valkey,511793,f3,unknown,913411.2,862878.0,0.9447,965.631,3000.319,1044433984,1472565248,0,0.474
data,10,4096,zipfian,16,1,aki redis valkey,511793,redis,redis 8.8.0,1181775.7,1181775.7,1,371.711,4988.927,2645299928,3867807744,0,1
data,10,4096,zipfian,16,1,aki redis valkey,511793,valkey,valkey 9.1.0,1374341.4,1374341.4,1,283.903,5459.967,2647153024,3892191232,0,1
data,10,4096,zipfian,16,2,valkey redis aki,511793,f3,unknown,913969.7,863413.7,0.9447,954.879,3008.511,1044433984,1476259840,0,0.474
data,10,4096,zipfian,16,2,valkey redis aki,511793,redis,redis 8.8.0,1133276.0,1133276.0,1,384.767,5378.047,2645301944,3848450048,0,1
data,10,4096,zipfian,16,2,valkey redis aki,511793,valkey,valkey 9.1.0,1379424.9,1379424.9,1,280.575,5455.871,2647156736,3922018304,0,1
